"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"WLD","MEATCONSUMP","BEEF","KG_CAP","A","2018",6.401,
"WLD","MEATCONSUMP","BEEF","KG_CAP","A","2019",6.421,
"WLD","MEATCONSUMP","BEEF","KG_CAP","A","2020",6.391,
"WLD","MEATCONSUMP","BEEF","KG_CAP","A","2021",6.377,
"WLD","MEATCONSUMP","BEEF","KG_CAP","A","2022",6.33,
"OECD","MEATCONSUMP","BEEF","KG_CAP","A","2000",15.971,
"OECD","MEATCONSUMP","BEEF","KG_CAP","A","2001",15.415,
"OECD","MEATCONSUMP","BEEF","KG_CAP","A","2002",15.811,
"OECD","MEATCONSUMP","BEEF","KG_CAP","A","2003",15.423,
"OECD","MEATCONSUMP","BEEF","KG_CAP","A","2004",15.577,
"OECD","MEATCONSUMP","BEEF","KG_CAP","A","2005",15.427,
"OECD","MEATCONSUMP","BEEF","KG_CAP","A","2006",15.45,
"OECD","MEATCONSUMP","BEEF","KG_CAP","A","2007",15.503,
"OECD","MEATCONSUMP","BEEF","KG_CAP","A","2008",15.045,
"OECD","MEATCONSUMP","BEEF","KG_CAP","A","2009",14.694,
"OECD","MEATCONSUMP","BEEF","KG_CAP","A","2010",14.698,
"OECD","MEATCONSUMP","BEEF","KG_CAP","A","2011",14.303,
"OECD","MEATCONSUMP","BEEF","KG_CAP","A","2012",14.204,
"OECD","MEATCONSUMP","BEEF","KG_CAP","A","2013",14.048,
"OECD","MEATCONSUMP","BEEF","KG_CAP","A","2014",13.822,
"OECD","MEATCONSUMP","BEEF","KG_CAP","A","2015",13.841,
"OECD","MEATCONSUMP","BEEF","KG_CAP","A","2016",14.14,
"OECD","MEATCONSUMP","BEEF","KG_CAP","A","2017",14.259,
"OECD","MEATCONSUMP","BEEF","KG_CAP","A","2018",14.521,
"OECD","MEATCONSUMP","BEEF","KG_CAP","A","2019",14.472,
"OECD","MEATCONSUMP","BEEF","KG_CAP","A","2020",14.425,
"OECD","MEATCONSUMP","BEEF","KG_CAP","A","2021",14.406,
"OECD","MEATCONSUMP","BEEF","KG_CAP","A","2022",14.244,
"BRICS","MEATCONSUMP","BEEF","KG_CAP","A","2000",4.124,
"BRICS","MEATCONSUMP","BEEF","KG_CAP","A","2001",4.168,
"BRICS","MEATCONSUMP","BEEF","KG_CAP","A","2002",4.257,
"BRICS","MEATCONSUMP","BEEF","KG_CAP","A","2003",4.536,
"BRICS","MEATCONSUMP","BEEF","KG_CAP","A","2004",4.422,
"BRICS","MEATCONSUMP","BEEF","KG_CAP","A","2005",4.571,
"BRICS","MEATCONSUMP","BEEF","KG_CAP","A","2006",4.702,
"BRICS","MEATCONSUMP","BEEF","KG_CAP","A","2007",4.751,
"BRICS","MEATCONSUMP","BEEF","KG_CAP","A","2008",4.529,
"BRICS","MEATCONSUMP","BEEF","KG_CAP","A","2009",4.412,
"BRICS","MEATCONSUMP","BEEF","KG_CAP","A","2010",4.382,
"BRICS","MEATCONSUMP","BEEF","KG_CAP","A","2011",4.249,
"BRICS","MEATCONSUMP","BEEF","KG_CAP","A","2012",4.264,
"BRICS","MEATCONSUMP","BEEF","KG_CAP","A","2013",4.264,
"BRICS","MEATCONSUMP","BEEF","KG_CAP","A","2014",4.086,
"BRICS","MEATCONSUMP","BEEF","KG_CAP","A","2015",4.058,
"BRICS","MEATCONSUMP","BEEF","KG_CAP","A","2016",4.079,
"BRICS","MEATCONSUMP","BEEF","KG_CAP","A","2017",4.09,
"BRICS","MEATCONSUMP","BEEF","KG_CAP","A","2018",4.179,
"BRICS","MEATCONSUMP","BEEF","KG_CAP","A","2019",4.357,
"BRICS","MEATCONSUMP","BEEF","KG_CAP","A","2020",4.349,
"BRICS","MEATCONSUMP","BEEF","KG_CAP","A","2021",4.34,
"BRICS","MEATCONSUMP","BEEF","KG_CAP","A","2022",4.315,
"NOR","MEATCONSUMP","BEEF","KG_CAP","A","2000",14.435,
"NOR","MEATCONSUMP","BEEF","KG_CAP","A","2001",13.897,
"NOR","MEATCONSUMP","BEEF","KG_CAP","A","2002",13.929,
"NOR","MEATCONSUMP","BEEF","KG_CAP","A","2003",14.255,
"NOR","MEATCONSUMP","BEEF","KG_CAP","A","2004",14.426,
"NOR","MEATCONSUMP","BEEF","KG_CAP","A","2005",14.574,
"NOR","MEATCONSUMP","BEEF","KG_CAP","A","2006",13.835,
"NOR","MEATCONSUMP","BEEF","KG_CAP","A","2007",14.074,
"NOR","MEATCONSUMP","BEEF","KG_CAP","A","2008",14.39,
"NOR","MEATCONSUMP","BEEF","KG_CAP","A","2009",13.613,
"NOR","MEATCONSUMP","BEEF","KG_CAP","A","2010",12.996,
"NOR","MEATCONSUMP","BEEF","KG_CAP","A","2011",13.297,
"NOR","MEATCONSUMP","BEEF","KG_CAP","A","2012",13.655,
"NOR","MEATCONSUMP","BEEF","KG_CAP","A","2013",13.773,
"NOR","MEATCONSUMP","BEEF","KG_CAP","A","2014",12.624,
"NOR","MEATCONSUMP","BEEF","KG_CAP","A","2015",14.053,
"NOR","MEATCONSUMP","BEEF","KG_CAP","A","2016",14.061,
"NOR","MEATCONSUMP","BEEF","KG_CAP","A","2017",13.71,
"NOR","MEATCONSUMP","BEEF","KG_CAP","A","2018",12.88,
"NOR","MEATCONSUMP","BEEF","KG_CAP","A","2019",12.668,
"NOR","MEATCONSUMP","BEEF","KG_CAP","A","2020",12.806,
"NOR","MEATCONSUMP","BEEF","KG_CAP","A","2021",12.926,
"NOR","MEATCONSUMP","BEEF","KG_CAP","A","2022",13.053,
"CHE","MEATCONSUMP","BEEF","KG_CAP","A","2000",14.682,
"CHE","MEATCONSUMP","BEEF","KG_CAP","A","2001",14.538,
"CHE","MEATCONSUMP","BEEF","KG_CAP","A","2002",14.781,
"CHE","MEATCONSUMP","BEEF","KG_CAP","A","2003",14.504,
"CHE","MEATCONSUMP","BEEF","KG_CAP","A","2004",14.433,
"CHE","MEATCONSUMP","BEEF","KG_CAP","A","2005",14.545,
"CHE","MEATCONSUMP","BEEF","KG_CAP","A","2006",14.848,
"CHE","MEATCONSUMP","BEEF","KG_CAP","A","2007",14.651,
"CHE","MEATCONSUMP","BEEF","KG_CAP","A","2008",15.285,
"CHE","MEATCONSUMP","BEEF","KG_CAP","A","2009",15.121,
"CHE","MEATCONSUMP","BEEF","KG_CAP","A","2010",15.469,
"CHE","MEATCONSUMP","BEEF","KG_CAP","A","2011",15.618,
"CHE","MEATCONSUMP","BEEF","KG_CAP","A","2012",15.21,
"CHE","MEATCONSUMP","BEEF","KG_CAP","A","2013",14.34,
"CHE","MEATCONSUMP","BEEF","KG_CAP","A","2014",14.192,
"CHE","MEATCONSUMP","BEEF","KG_CAP","A","2015",13.84,
"CHE","MEATCONSUMP","BEEF","KG_CAP","A","2016",13.954,
"CHE","MEATCONSUMP","BEEF","KG_CAP","A","2017",13.415,
"CHE","MEATCONSUMP","BEEF","KG_CAP","A","2018",13.305,
"CHE","MEATCONSUMP","BEEF","KG_CAP","A","2019",13.171,
"CHE","MEATCONSUMP","BEEF","KG_CAP","A","2020",13.107,
"CHE","MEATCONSUMP","BEEF","KG_CAP","A","2021",13.01,
"CHE","MEATCONSUMP","BEEF","KG_CAP","A","2022",12.929,
"GBR","MEATCONSUMP","BEEF","KG_CAP","A","2000",10.602,
"GBR","MEATCONSUMP","BEEF","KG_CAP","A","2001",10.654,
"GBR","MEATCONSUMP","BEEF","KG_CAP","A","2002",11.599,
"GBR","MEATCONSUMP","BEEF","KG_CAP","A","2003",11.749,
"GBR","MEATCONSUMP","BEEF","KG_CAP","A","2004",12.088,
"GBR","MEATCONSUMP","BEEF","KG_CAP","A","2005",12.046,
"GBR","MEATCONSUMP","BEEF","KG_CAP","A","2006",12.308,
"GBR","MEATCONSUMP","BEEF","KG_CAP","A","2007",12.421,
"GBR","MEATCONSUMP","BEEF","KG_CAP","A","2008",11.949,
"GBR","MEATCONSUMP","BEEF","KG_CAP","A","2009",11.389,
"GBR","MEATCONSUMP","BEEF","KG_CAP","A","2010",11.864,
"GBR","MEATCONSUMP","BEEF","KG_CAP","A","2011",11.616,
"GBR","MEATCONSUMP","BEEF","KG_CAP","A","2012",11.281,
"GBR","MEATCONSUMP","BEEF","KG_CAP","A","2013",11.024,
"GBR","MEATCONSUMP","BEEF","KG_CAP","A","2014",11.349,
"GBR","MEATCONSUMP","BEEF","KG_CAP","A","2015",11.633,
"GBR","MEATCONSUMP","BEEF","KG_CAP","A","2016",11.697,
"GBR","MEATCONSUMP","BEEF","KG_CAP","A","2017",11.706,
"GBR","MEATCONSUMP","BEEF","KG_CAP","A","2018",11.735,
"GBR","MEATCONSUMP","BEEF","KG_CAP","A","2019",11.408,
"GBR","MEATCONSUMP","BEEF","KG_CAP","A","2020",11.329,
"GBR","MEATCONSUMP","BEEF","KG_CAP","A","2021",11.362,
"GBR","MEATCONSUMP","BEEF","KG_CAP","A","2022",11.341,
